id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV2.126 Load 55;LV2.126 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.126;7
LV2.126 Load 76;LV2.126 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.126;7
LV2.127 Load 9;LV2.127 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 85;LV2.127 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.127;7
LV2.127 Load 82;LV2.127 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.127;7
LV2.127 Load 52;LV2.127 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 12;LV2.127 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 49;LV2.127 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 10;LV2.127 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 42;LV2.127 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 84;LV2.127 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.127;7
LV2.127 Load 80;LV2.127 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.127;7
LV2.127 Load 7;LV2.127 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 60;LV2.127 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 2;LV2.127 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.127;7
LV2.127 Load 45;LV2.127 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 72;LV2.127 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 77;LV2.127 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 11;LV2.127 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 3;LV2.127 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 46;LV2.127 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 40;LV2.127 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 66;LV2.127 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 41;LV2.127 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 62;LV2.127 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 81;LV2.127 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 95;LV2.127 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.127;7
LV2.127 Load 47;LV2.127 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 25;LV2.127 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.127;7
LV2.127 Load 53;LV2.127 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 67;LV2.127 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.127;7
LV2.127 Load 88;LV2.127 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 14;LV2.127 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 58;LV2.127 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 74;LV2.127 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 1;LV2.127 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 35;LV2.127 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 13;LV2.127 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.127;7
LV2.127 Load 34;LV2.127 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.127;7
LV2.127 Load 20;LV2.127 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 39;LV2.127 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 17;LV2.127 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 6;LV2.127 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 69;LV2.127 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.127;7
LV2.127 Load 90;LV2.127 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 30;LV2.127 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 78;LV2.127 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 24;LV2.127 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 73;LV2.127 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 96;LV2.127 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 44;LV2.127 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 29;LV2.127 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 16;LV2.127 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.127;7
LV2.127 Load 51;LV2.127 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 86;LV2.127 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 23;LV2.127 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 79;LV2.127 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.127;7
LV2.127 Load 56;LV2.127 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 61;LV2.127 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 5;LV2.127 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 22;LV2.127 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 71;LV2.127 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 21;LV2.127 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 54;LV2.127 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 89;LV2.127 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 99;LV2.127 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 15;LV2.127 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 31;LV2.127 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 75;LV2.127 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 97;LV2.127 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 59;LV2.127 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 48;LV2.127 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 87;LV2.127 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 8;LV2.127 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 92;LV2.127 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 38;LV2.127 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 37;LV2.127 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 26;LV2.127 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 28;LV2.127 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 98;LV2.127 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 32;LV2.127 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 63;LV2.127 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 93;LV2.127 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 68;LV2.127 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 19;LV2.127 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 83;LV2.127 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 64;LV2.127 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 27;LV2.127 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 36;LV2.127 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 33;LV2.127 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 91;LV2.127 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.127;7
LV2.127 Load 4;LV2.127 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 43;LV2.127 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 50;LV2.127 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 94;LV2.127 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.127;7
LV2.127 Load 65;LV2.127 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 70;LV2.127 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 57;LV2.127 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 18;LV2.127 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.127;7
LV2.127 Load 55;LV2.127 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.127;7
LV2.127 Load 76;LV2.127 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.127;7
LV2.128 Load 9;LV2.128 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 85;LV2.128 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.128;7
LV2.128 Load 82;LV2.128 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.128;7
LV2.128 Load 52;LV2.128 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 12;LV2.128 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 49;LV2.128 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 10;LV2.128 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 42;LV2.128 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 84;LV2.128 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.128;7
LV2.128 Load 80;LV2.128 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.128;7
LV2.128 Load 7;LV2.128 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 60;LV2.128 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 2;LV2.128 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.128;7
LV2.128 Load 45;LV2.128 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 72;LV2.128 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 77;LV2.128 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 11;LV2.128 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 3;LV2.128 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 46;LV2.128 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 40;LV2.128 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 66;LV2.128 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 41;LV2.128 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 62;LV2.128 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 81;LV2.128 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 95;LV2.128 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.128;7
LV2.128 Load 47;LV2.128 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 25;LV2.128 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.128;7
LV2.128 Load 53;LV2.128 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 67;LV2.128 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.128;7
LV2.128 Load 88;LV2.128 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 14;LV2.128 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 58;LV2.128 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 74;LV2.128 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 1;LV2.128 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 35;LV2.128 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 13;LV2.128 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.128;7
LV2.128 Load 34;LV2.128 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.128;7
LV2.128 Load 20;LV2.128 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 39;LV2.128 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 17;LV2.128 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 6;LV2.128 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 69;LV2.128 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.128;7
LV2.128 Load 90;LV2.128 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 30;LV2.128 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 78;LV2.128 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 24;LV2.128 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 73;LV2.128 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 96;LV2.128 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 44;LV2.128 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 29;LV2.128 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 16;LV2.128 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.128;7
LV2.128 Load 51;LV2.128 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 86;LV2.128 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 23;LV2.128 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 79;LV2.128 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.128;7
LV2.128 Load 56;LV2.128 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 61;LV2.128 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 5;LV2.128 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 22;LV2.128 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 71;LV2.128 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 21;LV2.128 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 54;LV2.128 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 89;LV2.128 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 99;LV2.128 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 15;LV2.128 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 31;LV2.128 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 75;LV2.128 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 97;LV2.128 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 59;LV2.128 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 48;LV2.128 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 87;LV2.128 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 8;LV2.128 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 92;LV2.128 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 38;LV2.128 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 37;LV2.128 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 26;LV2.128 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 28;LV2.128 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 98;LV2.128 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 32;LV2.128 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 63;LV2.128 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 93;LV2.128 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 68;LV2.128 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 19;LV2.128 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 83;LV2.128 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 64;LV2.128 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 27;LV2.128 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 36;LV2.128 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 33;LV2.128 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 91;LV2.128 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.128;7
LV2.128 Load 4;LV2.128 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 43;LV2.128 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 50;LV2.128 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 94;LV2.128 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.128;7
LV2.128 Load 65;LV2.128 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 70;LV2.128 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 57;LV2.128 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 18;LV2.128 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.128;7
LV2.128 Load 55;LV2.128 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.128;7
LV2.128 Load 76;LV2.128 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.128;7
LV2.129 Load 9;LV2.129 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 85;LV2.129 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.129;7
LV2.129 Load 82;LV2.129 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.129;7
LV2.129 Load 52;LV2.129 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 12;LV2.129 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 49;LV2.129 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 10;LV2.129 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 42;LV2.129 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 84;LV2.129 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.129;7
LV2.129 Load 80;LV2.129 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.129;7
LV2.129 Load 7;LV2.129 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 60;LV2.129 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 2;LV2.129 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.129;7
LV2.129 Load 45;LV2.129 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 72;LV2.129 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 77;LV2.129 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 11;LV2.129 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 3;LV2.129 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 46;LV2.129 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 40;LV2.129 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 66;LV2.129 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 41;LV2.129 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 62;LV2.129 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 81;LV2.129 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 95;LV2.129 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.129;7
LV2.129 Load 47;LV2.129 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 25;LV2.129 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.129;7
LV2.129 Load 53;LV2.129 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 67;LV2.129 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.129;7
LV2.129 Load 88;LV2.129 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 14;LV2.129 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 58;LV2.129 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 74;LV2.129 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 1;LV2.129 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 35;LV2.129 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 13;LV2.129 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.129;7
LV2.129 Load 34;LV2.129 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.129;7
LV2.129 Load 20;LV2.129 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 39;LV2.129 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 17;LV2.129 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 6;LV2.129 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 69;LV2.129 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.129;7
LV2.129 Load 90;LV2.129 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 30;LV2.129 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 78;LV2.129 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 24;LV2.129 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 73;LV2.129 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 96;LV2.129 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 44;LV2.129 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 29;LV2.129 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 16;LV2.129 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.129;7
LV2.129 Load 51;LV2.129 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 86;LV2.129 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 23;LV2.129 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 79;LV2.129 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.129;7
LV2.129 Load 56;LV2.129 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 61;LV2.129 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 5;LV2.129 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 22;LV2.129 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 71;LV2.129 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 21;LV2.129 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 54;LV2.129 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 89;LV2.129 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 99;LV2.129 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 15;LV2.129 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 31;LV2.129 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 75;LV2.129 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 97;LV2.129 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 59;LV2.129 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 48;LV2.129 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 87;LV2.129 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.129;7
LV2.129 Load 8;LV2.129 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.129;7
LV2.129 Load 92;LV2.129 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.129;7
