node;vm;va;substation;subnet;voltLvl
LV2.124 Bus 33;0.984711;1.14807;NULL;LV2.124;7
LV2.124 Bus 88;0.974692;1.23647;NULL;LV2.124;7
LV2.124 Bus 102;0.973479;1.28074;NULL;LV2.124;7
LV2.124 Bus 2;0.971545;1.39193;NULL;LV2.124;7
LV2.124 Bus 57;0.971514;1.39869;NULL;LV2.124;7
LV2.124 Bus 87;0.992609;1.33192;NULL;LV2.124;7
LV2.124 Bus 36;0.981899;1.11854;NULL;LV2.124;7
LV2.124 Bus 56;0.972701;1.31057;NULL;LV2.124;7
LV2.124 Bus 55;0.988667;1.1884;NULL;LV2.124;7
LV2.124 Bus 59;0.977254;1.16566;NULL;LV2.124;7
LV2.124 Bus 70;0.97696;1.17255;NULL;LV2.124;7
LV2.124 Bus 51;0.986079;1.14767;NULL;LV2.124;7
LV2.124 Bus 62;0.985043;1.14797;NULL;LV2.124;7
LV2.124 Bus 30;0.970233;1.46773;NULL;LV2.124;7
LV2.124 Bus 3;0.986053;1.14507;NULL;LV2.124;7
LV2.124 Bus 4;0.976873;1.17466;NULL;LV2.124;7
LV2.124 Bus 52;0.972224;1.49172;NULL;LV2.124;7
LV2.124 Bus 32;0.97257;1.3167;NULL;LV2.124;7
LV2.124 Bus 5;0.989222;1.21051;NULL;LV2.124;7
LV2.124 Bus 35;0.985618;1.1478;NULL;LV2.124;7
LV2.124 Bus 24;0.989393;1.22412;NULL;LV2.124;7
LV2.124 Bus 11;0.97053;1.46764;NULL;LV2.124;7
LV2.124 Bus 80;0.98344;1.09885;NULL;LV2.124;7
LV2.124 Bus 50;0.989202;1.20866;NULL;LV2.124;7
LV2.124 Bus 8;0.978664;1.11875;NULL;LV2.124;7
LV2.124 Bus 45;0.989608;1.23729;NULL;LV2.124;7
LV2.124 Bus 85;0.982392;1.09604;NULL;LV2.124;7
LV2.124 Bus 1;0.985117;1.08228;NULL;LV2.124;7
LV2.124 Bus 46;0.970113;1.46777;NULL;LV2.124;7
LV2.124 Bus 10;0.971472;1.46738;NULL;LV2.124;7
LV2.124 Bus 92;0.98577;1.09501;NULL;LV2.124;7
LV2.124 Bus 65;0.98584;1.11735;NULL;LV2.124;7
LV2.124 Bus 9;0.978538;1.11878;NULL;LV2.124;7
LV2.124 Bus 28;0.971102;1.46748;NULL;LV2.124;7
LV2.124 Bus 7;0.97674;1.1781;NULL;LV2.124;7
LV2.124 Bus 6;0.981678;1.10375;NULL;LV2.124;7
LV2.124 Bus 19;0.985774;1.06311;NULL;LV2.124;7
LV2.124 Bus 95;0.972044;1.50903;NULL;LV2.124;7
LV2.124 Bus 34;0.978731;1.11873;NULL;LV2.124;7
LV2.124 Bus 42;0.971702;1.50913;NULL;LV2.124;7
LV2.124 Bus 71;0.979711;1.12771;NULL;LV2.124;7
LV2.124 Bus 20;0.97229;1.49522;NULL;LV2.124;7
LV2.124 Bus 12;0.982384;1.11099;NULL;LV2.124;7
LV2.124 Bus 18;0.981794;1.11857;NULL;LV2.124;7
LV2.124 Bus 29;0.972176;1.33659;NULL;LV2.124;7
LV2.124 Bus 49;0.973388;1.28389;NULL;LV2.124;7
LV2.124 Bus 25;0.980076;1.11833;NULL;LV2.124;7
LV2.124 Bus 68;0.98495;1.0706;NULL;LV2.124;7
LV2.124 Bus 89;0.981066;1.11804;NULL;LV2.124;7
LV2.124 Bus 26;0.971649;1.4574;NULL;LV2.124;7
LV2.124 Bus 73;0.978705;1.11873;NULL;LV2.124;7
LV2.124 Bus 43;0.985868;1.12322;NULL;LV2.124;7
LV2.124 Bus 91;0.984074;1.09224;NULL;LV2.124;7
LV2.124 Bus 40;0.97258;1.50888;NULL;LV2.124;7
LV2.124 Bus 78;0.97147;1.42867;NULL;LV2.124;7
LV2.124 Bus 63;0.985483;1.14784;NULL;LV2.124;7
LV2.124 Bus 39;0.973995;1.26382;NULL;LV2.124;7
LV2.124 Bus 75;0.971864;1.50908;NULL;LV2.124;7
LV2.124 Bus 31;0.979239;1.11858;NULL;LV2.124;7
LV2.124 Bus 67;0.9708;1.46757;NULL;LV2.124;7
LV2.124 Bus 83;0.979125;1.11861;NULL;LV2.124;7
LV2.124 Bus 86;0.98893;1.19853;NULL;LV2.124;7
LV2.124 Bus 17;0.984752;1.14806;NULL;LV2.124;7
LV2.124 Bus 84;0.985185;1.08009;NULL;LV2.124;7
LV2.124 Bus 96;0.985745;1.07623;NULL;LV2.124;7
LV2.124 Bus 77;0.984726;1.14806;NULL;LV2.124;7
LV2.124 Bus 44;0.977736;1.15586;NULL;LV2.124;7
LV2.124 Bus 100;0.985;1.14798;NULL;LV2.124;7
LV2.124 Bus 66;0.990472;1.27397;NULL;LV2.124;7
LV2.124 Bus 74;0.985376;1.14787;NULL;LV2.124;7
LV2.125 Bus 23;0.968469;1.31862;NULL;LV2.125;7
LV2.125 Bus 53;0.96556;1.59271;NULL;LV2.125;7
LV2.125 Bus 41;0.986565;1.41314;NULL;LV2.125;7
LV2.125 Bus 13;0.968583;1.31466;NULL;LV2.125;7
LV2.125 Bus 99;0.98395;1.33718;NULL;LV2.125;7
LV2.125 Bus 14;0.968976;1.30253;NULL;LV2.125;7
LV2.125 Bus 81;0.971366;1.23887;NULL;LV2.125;7
LV2.125 Bus 15;0.98428;1.35015;NULL;LV2.125;7
LV2.125 Bus 103;0.973035;1.19718;NULL;LV2.125;7
LV2.125 Bus 69;0.974453;1.19676;NULL;LV2.125;7
LV2.125 Bus 27;0.966581;1.38919;NULL;LV2.125;7
LV2.125 Bus 93;0.968777;1.30855;NULL;LV2.125;7
LV2.125 Bus 16;0.979498;1.14584;NULL;LV2.125;7
LV2.125 Bus 94;0.965758;1.4336;NULL;LV2.125;7
LV2.125 Bus 79;0.978636;1.22701;NULL;LV2.125;7
LV2.125 Bus 38;0.975679;1.19715;NULL;LV2.125;7
LV2.125 Bus 97;0.983832;1.33222;NULL;LV2.125;7
LV2.125 Bus 58;0.969732;1.28053;NULL;LV2.125;7
LV2.125 Bus 72;0.976769;1.18337;NULL;LV2.125;7
LV2.125 Bus 82;0.979557;1.22674;NULL;LV2.125;7
LV2.125 Bus 21;0.965529;1.45518;NULL;LV2.125;7
LV2.125 Bus 101;0.985095;1.37541;NULL;LV2.125;7
LV2.125 Bus 22;0.975761;1.19638;NULL;LV2.125;7
LV2.125 Bus 37;0.985641;1.39032;NULL;LV2.125;7
LV2.125 Bus 61;0.966053;1.59257;NULL;LV2.125;7
LV2.125 Bus 90;0.973472;1.19705;NULL;LV2.125;7
LV2.125 Bus 33;0.978609;1.22702;NULL;LV2.125;7
LV2.125 Bus 88;0.968526;1.31656;NULL;LV2.125;7
LV2.125 Bus 102;0.967306;1.36139;NULL;LV2.125;7
LV2.125 Bus 2;0.965359;1.47401;NULL;LV2.125;7
LV2.125 Bus 57;0.965328;1.48086;NULL;LV2.125;7
LV2.125 Bus 87;0.986556;1.41314;NULL;LV2.125;7
LV2.125 Bus 36;0.97578;1.19713;NULL;LV2.125;7
LV2.125 Bus 56;0.966522;1.39161;NULL;LV2.125;7
LV2.125 Bus 55;0.98259;1.26785;NULL;LV2.125;7
LV2.125 Bus 59;0.971105;1.24484;NULL;LV2.125;7
LV2.125 Bus 70;0.970809;1.25182;NULL;LV2.125;7
LV2.125 Bus 51;0.979986;1.22661;NULL;LV2.125;7
LV2.125 Bus 62;0.978944;1.22692;NULL;LV2.125;7
LV2.125 Bus 30;0.964038;1.55079;NULL;LV2.125;7
LV2.125 Bus 3;0.979959;1.22398;NULL;LV2.125;7
LV2.125 Bus 4;0.970722;1.25396;NULL;LV2.125;7
LV2.125 Bus 52;0.966042;1.57508;NULL;LV2.125;7
LV2.125 Bus 32;0.966391;1.39781;NULL;LV2.125;7
LV2.125 Bus 5;0.983148;1.29024;NULL;LV2.125;7
LV2.125 Bus 35;0.979522;1.22675;NULL;LV2.125;7
LV2.125 Bus 24;0.983321;1.30401;NULL;LV2.125;7
LV2.125 Bus 11;0.964337;1.5507;NULL;LV2.125;7
LV2.125 Bus 80;0.977331;1.17719;NULL;LV2.125;7
LV2.125 Bus 50;0.983128;1.28836;NULL;LV2.125;7
LV2.125 Bus 8;0.972525;1.19734;NULL;LV2.125;7
LV2.125 Bus 45;0.983537;1.31735;NULL;LV2.125;7
LV2.125 Bus 85;0.976276;1.17434;NULL;LV2.125;7
LV2.125 Bus 1;0.979017;1.16041;NULL;LV2.125;7
LV2.125 Bus 46;0.963918;1.55083;NULL;LV2.125;7
LV2.125 Bus 10;0.965286;1.55043;NULL;LV2.125;7
LV2.125 Bus 92;0.979675;1.1733;NULL;LV2.125;7
LV2.125 Bus 65;0.979745;1.19592;NULL;LV2.125;7
LV2.125 Bus 9;0.972397;1.19737;NULL;LV2.125;7
LV2.125 Bus 28;0.964913;1.55054;NULL;LV2.125;7
LV2.125 Bus 7;0.970588;1.25744;NULL;LV2.125;7
LV2.125 Bus 6;0.975557;1.18215;NULL;LV2.125;7
LV2.125 Bus 19;0.979679;1.141;NULL;LV2.125;7
LV2.125 Bus 95;0.965861;1.59262;NULL;LV2.125;7
LV2.125 Bus 34;0.972591;1.19732;NULL;LV2.125;7
LV2.125 Bus 42;0.965517;1.59272;NULL;LV2.125;7
LV2.125 Bus 71;0.973578;1.20641;NULL;LV2.125;7
LV2.125 Bus 20;0.966109;1.57864;NULL;LV2.125;7
LV2.125 Bus 12;0.976268;1.18948;NULL;LV2.125;7
LV2.125 Bus 18;0.975674;1.19716;NULL;LV2.125;7
LV2.125 Bus 29;0.965994;1.41797;NULL;LV2.125;7
LV2.125 Bus 49;0.967214;1.36458;NULL;LV2.125;7
LV2.125 Bus 25;0.973945;1.19691;NULL;LV2.125;7
LV2.125 Bus 68;0.97885;1.14859;NULL;LV2.125;7
LV2.125 Bus 89;0.974941;1.19662;NULL;LV2.125;7
LV2.125 Bus 26;0.965464;1.54032;NULL;LV2.125;7
LV2.125 Bus 73;0.972565;1.19732;NULL;LV2.125;7
LV2.125 Bus 43;0.979774;1.20186;NULL;LV2.125;7
LV2.125 Bus 91;0.977969;1.17049;NULL;LV2.125;7
LV2.125 Bus 40;0.9664;1.59247;NULL;LV2.125;7
LV2.125 Bus 78;0.965284;1.51123;NULL;LV2.125;7
LV2.125 Bus 63;0.979387;1.22679;NULL;LV2.125;7
LV2.125 Bus 39;0.967825;1.34426;NULL;LV2.125;7
LV2.125 Bus 75;0.96568;1.59267;NULL;LV2.125;7
LV2.125 Bus 31;0.973103;1.19716;NULL;LV2.125;7
LV2.125 Bus 67;0.964609;1.55063;NULL;LV2.125;7
LV2.125 Bus 83;0.972988;1.1972;NULL;LV2.125;7
LV2.125 Bus 86;0.982855;1.27811;NULL;LV2.125;7
LV2.125 Bus 17;0.978651;1.22701;NULL;LV2.125;7
LV2.125 Bus 84;0.979087;1.15819;NULL;LV2.125;7
LV2.125 Bus 96;0.97965;1.15429;NULL;LV2.125;7
LV2.125 Bus 77;0.978625;1.22702;NULL;LV2.125;7
LV2.125 Bus 44;0.97159;1.23492;NULL;LV2.125;7
LV2.125 Bus 100;0.9789;1.22693;NULL;LV2.125;7
LV2.125 Bus 66;0.984406;1.35448;NULL;LV2.125;7
LV2.125 Bus 74;0.979279;1.22682;NULL;LV2.125;7
LV2.126 Bus 23;0.967608;1.3198;NULL;LV2.126;7
LV2.126 Bus 53;0.964696;1.59438;NULL;LV2.126;7
LV2.126 Bus 41;0.98572;1.41447;NULL;LV2.126;7
LV2.126 Bus 13;0.967723;1.31583;NULL;LV2.126;7
LV2.126 Bus 99;0.983102;1.33839;NULL;LV2.126;7
LV2.126 Bus 14;0.968115;1.30368;NULL;LV2.126;7
LV2.126 Bus 81;0.970508;1.2399;NULL;LV2.126;7
LV2.126 Bus 15;0.983433;1.35137;NULL;LV2.126;7
LV2.126 Bus 103;0.972179;1.19815;NULL;LV2.126;7
LV2.126 Bus 69;0.973598;1.19772;NULL;LV2.126;7
LV2.126 Bus 27;0.965718;1.39049;NULL;LV2.126;7
LV2.126 Bus 93;0.967917;1.30971;NULL;LV2.126;7
LV2.126 Bus 16;0.978647;1.14671;NULL;LV2.126;7
LV2.126 Bus 94;0.964894;1.43499;NULL;LV2.126;7
LV2.126 Bus 79;0.977784;1.22803;NULL;LV2.126;7
LV2.126 Bus 38;0.974825;1.19812;NULL;LV2.126;7
LV2.126 Bus 97;0.982985;1.33341;NULL;LV2.126;7
LV2.126 Bus 58;0.968872;1.28164;NULL;LV2.126;7
LV2.126 Bus 72;0.975916;1.18431;NULL;LV2.126;7
LV2.126 Bus 82;0.978706;1.22775;NULL;LV2.126;7
LV2.126 Bus 21;0.964666;1.4566;NULL;LV2.126;7
LV2.126 Bus 101;0.984248;1.37668;NULL;LV2.126;7
LV2.126 Bus 22;0.974907;1.19734;NULL;LV2.126;7
LV2.126 Bus 37;0.984796;1.39161;NULL;LV2.126;7
LV2.126 Bus 61;0.96519;1.59424;NULL;LV2.126;7
LV2.126 Bus 90;0.972616;1.19801;NULL;LV2.126;7
LV2.126 Bus 33;0.977757;1.22803;NULL;LV2.126;7
LV2.126 Bus 88;0.967665;1.31773;NULL;LV2.126;7
LV2.126 Bus 102;0.966444;1.36265;NULL;LV2.126;7
LV2.126 Bus 2;0.964495;1.47547;NULL;LV2.126;7
LV2.126 Bus 57;0.964464;1.48233;NULL;LV2.126;7
LV2.126 Bus 87;0.985711;1.41448;NULL;LV2.126;7
LV2.126 Bus 36;0.974926;1.19809;NULL;LV2.126;7
LV2.126 Bus 56;0.96566;1.39292;NULL;LV2.126;7
LV2.126 Bus 55;0.981742;1.26893;NULL;LV2.126;7
LV2.126 Bus 59;0.970247;1.24589;NULL;LV2.126;7
LV2.126 Bus 70;0.969951;1.25288;NULL;LV2.126;7
LV2.126 Bus 51;0.979135;1.22763;NULL;LV2.126;7
LV2.126 Bus 62;0.978092;1.22793;NULL;LV2.126;7
LV2.126 Bus 30;0.963173;1.55239;NULL;LV2.126;7
LV2.126 Bus 3;0.979109;1.22499;NULL;LV2.126;7
LV2.126 Bus 4;0.969863;1.25502;NULL;LV2.126;7
LV2.126 Bus 52;0.965179;1.57672;NULL;LV2.126;7
LV2.126 Bus 32;0.965528;1.39913;NULL;LV2.126;7
LV2.126 Bus 5;0.9823;1.29136;NULL;LV2.126;7
LV2.126 Bus 35;0.978671;1.22776;NULL;LV2.126;7
LV2.126 Bus 24;0.982473;1.30516;NULL;LV2.126;7
LV2.126 Bus 11;0.963472;1.5523;NULL;LV2.126;7
LV2.126 Bus 80;0.976478;1.17812;NULL;LV2.126;7
LV2.126 Bus 50;0.98228;1.28948;NULL;LV2.126;7
LV2.126 Bus 8;0.971667;1.1983;NULL;LV2.126;7
LV2.126 Bus 45;0.982689;1.31852;NULL;LV2.126;7
LV2.126 Bus 85;0.975422;1.17526;NULL;LV2.126;7
LV2.126 Bus 1;0.978166;1.16131;NULL;LV2.126;7
LV2.126 Bus 46;0.963053;1.55242;NULL;LV2.126;7
LV2.126 Bus 10;0.964422;1.55203;NULL;LV2.126;7
LV2.126 Bus 92;0.978824;1.17422;NULL;LV2.126;7
LV2.126 Bus 65;0.978894;1.19688;NULL;LV2.126;7
LV2.126 Bus 9;0.97154;1.19833;NULL;LV2.126;7
LV2.126 Bus 28;0.964049;1.55213;NULL;LV2.126;7
LV2.126 Bus 7;0.969729;1.25851;NULL;LV2.126;7
LV2.126 Bus 6;0.974703;1.18309;NULL;LV2.126;7
LV2.126 Bus 19;0.978828;1.14187;NULL;LV2.126;7
LV2.126 Bus 95;0.964997;1.59429;NULL;LV2.126;7
LV2.126 Bus 34;0.971734;1.19828;NULL;LV2.126;7
LV2.126 Bus 42;0.964654;1.59439;NULL;LV2.126;7
LV2.126 Bus 71;0.972722;1.20739;NULL;LV2.126;7
LV2.126 Bus 20;0.965246;1.58028;NULL;LV2.126;7
LV2.126 Bus 12;0.975414;1.19043;NULL;LV2.126;7
LV2.126 Bus 18;0.97482;1.19812;NULL;LV2.126;7
LV2.126 Bus 29;0.965131;1.41932;NULL;LV2.126;7
LV2.126 Bus 49;0.966352;1.36584;NULL;LV2.126;7
LV2.126 Bus 25;0.973089;1.19787;NULL;LV2.126;7
LV2.126 Bus 68;0.977999;1.14947;NULL;LV2.126;7
LV2.126 Bus 89;0.974086;1.19758;NULL;LV2.126;7
LV2.126 Bus 26;0.9646;1.5419;NULL;LV2.126;7
LV2.126 Bus 73;0.971708;1.19829;NULL;LV2.126;7
LV2.126 Bus 43;0.978923;1.20283;NULL;LV2.126;7
LV2.126 Bus 91;0.977116;1.17141;NULL;LV2.126;7
LV2.126 Bus 40;0.965538;1.59414;NULL;LV2.126;7
LV2.126 Bus 78;0.96442;1.51275;NULL;LV2.126;7
LV2.126 Bus 63;0.978535;1.2278;NULL;LV2.126;7
LV2.126 Bus 39;0.966964;1.34548;NULL;LV2.126;7
LV2.126 Bus 75;0.964817;1.59434;NULL;LV2.126;7
LV2.126 Bus 31;0.972246;1.19812;NULL;LV2.126;7
LV2.126 Bus 67;0.963744;1.55222;NULL;LV2.126;7
LV2.126 Bus 83;0.972131;1.19816;NULL;LV2.126;7
LV2.126 Bus 86;0.982006;1.27921;NULL;LV2.126;7
LV2.126 Bus 17;0.977799;1.22802;NULL;LV2.126;7
LV2.126 Bus 84;0.978235;1.15908;NULL;LV2.126;7
LV2.126 Bus 96;0.978799;1.15517;NULL;LV2.126;7
LV2.126 Bus 77;0.977773;1.22803;NULL;LV2.126;7
LV2.126 Bus 44;0.970732;1.23595;NULL;LV2.126;7
LV2.126 Bus 100;0.978049;1.22795;NULL;LV2.126;7
LV2.126 Bus 66;0.983559;1.35572;NULL;LV2.126;7
LV2.126 Bus 74;0.978428;1.22783;NULL;LV2.126;7
LV2.127 Bus 23;0.967267;1.32223;NULL;LV2.127;7
LV2.127 Bus 53;0.964354;1.59701;NULL;LV2.127;7
LV2.127 Bus 41;0.985385;1.41697;NULL;LV2.127;7
LV2.127 Bus 13;0.967382;1.31826;NULL;LV2.127;7
LV2.127 Bus 99;0.982767;1.34083;NULL;LV2.127;7
LV2.127 Bus 14;0.967775;1.30611;NULL;LV2.127;7
LV2.127 Bus 81;0.970168;1.24228;NULL;LV2.127;7
LV2.127 Bus 15;0.983097;1.35383;NULL;LV2.127;7
LV2.127 Bus 103;0.971839;1.20049;NULL;LV2.127;7
LV2.127 Bus 69;0.973259;1.20007;NULL;LV2.127;7
LV2.127 Bus 27;0.965377;1.39298;NULL;LV2.127;7
LV2.127 Bus 93;0.967576;1.31214;NULL;LV2.127;7
LV2.127 Bus 16;0.978309;1.14902;NULL;LV2.127;7
LV2.127 Bus 94;0.964552;1.4375;NULL;LV2.127;7
LV2.127 Bus 79;0.977447;1.2304;NULL;LV2.127;7
LV2.127 Bus 38;0.974486;1.20047;NULL;LV2.127;7
LV2.127 Bus 97;0.982649;1.33586;NULL;LV2.127;7
LV2.127 Bus 58;0.968532;1.28405;NULL;LV2.127;7
LV2.127 Bus 72;0.975578;1.18665;NULL;LV2.127;7
LV2.127 Bus 82;0.978369;1.23012;NULL;LV2.127;7
LV2.127 Bus 21;0.964324;1.45913;NULL;LV2.127;7
LV2.127 Bus 101;0.983913;1.37915;NULL;LV2.127;7
LV2.127 Bus 22;0.974568;1.19969;NULL;LV2.127;7
LV2.127 Bus 37;0.984461;1.39409;NULL;LV2.127;7
LV2.127 Bus 61;0.964848;1.59687;NULL;LV2.127;7
LV2.127 Bus 90;0.972277;1.20036;NULL;LV2.127;7
LV2.127 Bus 33;0.97742;1.2304;NULL;LV2.127;7
LV2.127 Bus 88;0.967324;1.32017;NULL;LV2.127;7
LV2.127 Bus 102;0.966103;1.36511;NULL;LV2.127;7
LV2.127 Bus 2;0.964153;1.47801;NULL;LV2.127;7
LV2.127 Bus 57;0.964122;1.48488;NULL;LV2.127;7
LV2.127 Bus 87;0.985376;1.41697;NULL;LV2.127;7
LV2.127 Bus 36;0.974587;1.20044;NULL;LV2.127;7
LV2.127 Bus 56;0.965318;1.39541;NULL;LV2.127;7
LV2.127 Bus 55;0.981406;1.27133;NULL;LV2.127;7
LV2.127 Bus 59;0.969906;1.24827;NULL;LV2.127;7
LV2.127 Bus 70;0.96961;1.25527;NULL;LV2.127;7
LV2.127 Bus 51;0.978798;1.23;NULL;LV2.127;7
LV2.127 Bus 62;0.977755;1.2303;NULL;LV2.127;7
LV2.127 Bus 30;0.962831;1.55499;NULL;LV2.127;7
LV2.127 Bus 3;0.978772;1.22736;NULL;LV2.127;7
LV2.127 Bus 4;0.969523;1.25741;NULL;LV2.127;7
LV2.127 Bus 52;0.964837;1.57934;NULL;LV2.127;7
LV2.127 Bus 32;0.965186;1.40162;NULL;LV2.127;7
LV2.127 Bus 5;0.981964;1.29377;NULL;LV2.127;7
LV2.127 Bus 35;0.978334;1.23013;NULL;LV2.127;7
LV2.127 Bus 24;0.982137;1.30758;NULL;LV2.127;7
LV2.127 Bus 11;0.96313;1.5549;NULL;LV2.127;7
LV2.127 Bus 80;0.97614;1.18045;NULL;LV2.127;7
LV2.127 Bus 50;0.981944;1.29189;NULL;LV2.127;7
LV2.127 Bus 8;0.971328;1.20065;NULL;LV2.127;7
LV2.127 Bus 45;0.982353;1.32095;NULL;LV2.127;7
LV2.127 Bus 85;0.975084;1.1776;NULL;LV2.127;7
LV2.127 Bus 1;0.977829;1.16363;NULL;LV2.127;7
LV2.127 Bus 46;0.96271;1.55502;NULL;LV2.127;7
LV2.127 Bus 10;0.96408;1.55463;NULL;LV2.127;7
LV2.127 Bus 92;0.978487;1.17655;NULL;LV2.127;7
LV2.127 Bus 65;0.978557;1.19922;NULL;LV2.127;7
LV2.127 Bus 9;0.9712;1.20068;NULL;LV2.127;7
LV2.127 Bus 28;0.963706;1.55473;NULL;LV2.127;7
LV2.127 Bus 7;0.969389;1.2609;NULL;LV2.127;7
LV2.127 Bus 6;0.974364;1.18543;NULL;LV2.127;7
LV2.127 Bus 19;0.978491;1.14418;NULL;LV2.127;7
LV2.127 Bus 95;0.964655;1.59692;NULL;LV2.127;7
LV2.127 Bus 34;0.971395;1.20063;NULL;LV2.127;7
LV2.127 Bus 42;0.964312;1.59702;NULL;LV2.127;7
LV2.127 Bus 71;0.972382;1.20975;NULL;LV2.127;7
LV2.127 Bus 20;0.964904;1.5829;NULL;LV2.127;7
LV2.127 Bus 12;0.975075;1.19277;NULL;LV2.127;7
LV2.127 Bus 18;0.974481;1.20047;NULL;LV2.127;7
LV2.127 Bus 29;0.964789;1.42183;NULL;LV2.127;7
LV2.127 Bus 49;0.966011;1.36831;NULL;LV2.127;7
LV2.127 Bus 25;0.97275;1.20022;NULL;LV2.127;7
LV2.127 Bus 68;0.977661;1.15178;NULL;LV2.127;7
LV2.127 Bus 89;0.973748;1.19993;NULL;LV2.127;7
LV2.127 Bus 26;0.964258;1.54449;NULL;LV2.127;7
LV2.127 Bus 73;0.971368;1.20064;NULL;LV2.127;7
LV2.127 Bus 43;0.978586;1.20518;NULL;LV2.127;7
LV2.127 Bus 91;0.976779;1.17374;NULL;LV2.127;7
LV2.127 Bus 40;0.965196;1.59677;NULL;LV2.127;7
LV2.127 Bus 78;0.964078;1.51533;NULL;LV2.127;7
LV2.127 Bus 63;0.978198;1.23017;NULL;LV2.127;7
LV2.127 Bus 39;0.966622;1.34793;NULL;LV2.127;7
LV2.127 Bus 75;0.964475;1.59697;NULL;LV2.127;7
LV2.127 Bus 31;0.971907;1.20047;NULL;LV2.127;7
LV2.127 Bus 67;0.963402;1.55482;NULL;LV2.127;7
LV2.127 Bus 83;0.971792;1.20051;NULL;LV2.127;7
LV2.127 Bus 86;0.98167;1.28161;NULL;LV2.127;7
LV2.127 Bus 17;0.977462;1.23039;NULL;LV2.127;7
LV2.127 Bus 84;0.977898;1.16141;NULL;LV2.127;7
LV2.127 Bus 96;0.978462;1.15749;NULL;LV2.127;7
LV2.127 Bus 77;0.977436;1.2304;NULL;LV2.127;7
LV2.127 Bus 44;0.970392;1.23833;NULL;LV2.127;7
LV2.127 Bus 100;0.977711;1.23032;NULL;LV2.127;7
LV2.127 Bus 66;0.983224;1.35817;NULL;LV2.127;7
LV2.127 Bus 74;0.978091;1.2302;NULL;LV2.127;7
LV2.128 Bus 23;0.976856;0.774686;NULL;LV2.128;7
LV2.128 Bus 53;0.973972;1.04406;NULL;LV2.128;7
LV2.128 Bus 41;0.994799;0.867697;NULL;LV2.128;7
LV2.128 Bus 13;0.97697;0.770793;NULL;LV2.128;7
LV2.128 Bus 99;0.992205;0.792997;NULL;LV2.128;7
LV2.128 Bus 14;0.977359;0.758875;NULL;LV2.128;7
LV2.128 Bus 81;0.979728;0.696293;NULL;LV2.128;7
LV2.128 Bus 15;0.992532;0.805747;NULL;LV2.128;7
LV2.128 Bus 103;0.981383;0.655319;NULL;LV2.128;7
LV2.128 Bus 69;0.982789;0.654907;NULL;LV2.128;7
LV2.128 Bus 27;0.974985;0.84404;NULL;LV2.128;7
LV2.128 Bus 93;0.977162;0.764789;NULL;LV2.128;7
LV2.128 Bus 16;0.98779;0.604837;NULL;LV2.128;7
LV2.128 Bus 94;0.974169;0.887693;NULL;LV2.128;7
LV2.128 Bus 79;0.986936;0.684655;NULL;LV2.128;7
LV2.128 Bus 38;0.984004;0.655292;NULL;LV2.128;7
LV2.128 Bus 97;0.992089;0.788115;NULL;LV2.128;7
LV2.128 Bus 58;0.978108;0.737251;NULL;LV2.128;7
LV2.128 Bus 72;0.985085;0.64174;NULL;LV2.128;7
LV2.128 Bus 82;0.987849;0.684387;NULL;LV2.128;7
LV2.128 Bus 21;0.973942;0.908897;NULL;LV2.128;7
LV2.128 Bus 101;0.993341;0.830591;NULL;LV2.128;7
LV2.128 Bus 22;0.984085;0.654532;NULL;LV2.128;7
LV2.128 Bus 37;0.993883;0.845252;NULL;LV2.128;7
LV2.128 Bus 61;0.974462;1.04392;NULL;LV2.128;7
LV2.128 Bus 90;0.981816;0.655191;NULL;LV2.128;7
LV2.128 Bus 33;0.986909;0.684663;NULL;LV2.128;7
LV2.128 Bus 88;0.976913;0.772659;NULL;LV2.128;7
LV2.128 Bus 102;0.975703;0.816726;NULL;LV2.128;7
LV2.128 Bus 2;0.973773;0.927407;NULL;LV2.128;7
LV2.128 Bus 57;0.973743;0.934139;NULL;LV2.128;7
LV2.128 Bus 87;0.99479;0.8677;NULL;LV2.128;7
LV2.128 Bus 36;0.984104;0.655263;NULL;LV2.128;7
LV2.128 Bus 56;0.974927;0.846423;NULL;LV2.128;7
LV2.128 Bus 55;0.990857;0.724814;NULL;LV2.128;7
LV2.128 Bus 59;0.979469;0.702166;NULL;LV2.128;7
LV2.128 Bus 70;0.979176;0.709028;NULL;LV2.128;7
LV2.128 Bus 51;0.988274;0.684262;NULL;LV2.128;7
LV2.128 Bus 62;0.987241;0.684564;NULL;LV2.128;7
LV2.128 Bus 30;0.972464;1.00286;NULL;LV2.128;7
LV2.128 Bus 3;0.988248;0.681675;NULL;LV2.128;7
LV2.128 Bus 4;0.979089;0.711128;NULL;LV2.128;7
LV2.128 Bus 52;0.97445;1.02674;NULL;LV2.128;7
LV2.128 Bus 32;0.974796;0.85252;NULL;LV2.128;7
LV2.128 Bus 5;0.99141;0.746831;NULL;LV2.128;7
LV2.128 Bus 35;0.987814;0.684397;NULL;LV2.128;7
LV2.128 Bus 24;0.991581;0.760378;NULL;LV2.128;7
LV2.128 Bus 11;0.97276;1.00278;NULL;LV2.128;7
LV2.128 Bus 80;0.985641;0.635664;NULL;LV2.128;7
LV2.128 Bus 50;0.99139;0.744985;NULL;LV2.128;7
LV2.128 Bus 8;0.980876;0.655469;NULL;LV2.128;7
LV2.128 Bus 45;0.991796;0.773493;NULL;LV2.128;7
LV2.128 Bus 85;0.984596;0.632862;NULL;LV2.128;7
