id;type;vmSetp;vaSetp;vmR;vmMin;vmMax;substation;coordID;subnet;voltLvl
LV2.101 Bus 49_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_575;LV2.101;7
LV2.101 Bus 49_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_575;LV2.101;7
LV2.101 Bus 25_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_576;LV2.101;7
LV2.101 Bus 25_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_576;LV2.101;7
LV2.101 Bus 68_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_577;LV2.101;7
LV2.101 Bus 68_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_577;LV2.101;7
LV2.101 Bus 89_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_578;LV2.101;7
LV2.101 Bus 89_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_578;LV2.101;7
LV2.101 Bus 26_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_579;LV2.101;7
LV2.101 Bus 26_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_579;LV2.101;7
LV2.101 Bus 26_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_579;LV2.101;7
LV2.101 Bus 73_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_580;LV2.101;7
LV2.101 Bus 73_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_580;LV2.101;7
LV2.101 Bus 43_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_581;LV2.101;7
LV2.101 Bus 43_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_581;LV2.101;7
LV2.101 Bus 91_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_582;LV2.101;7
LV2.101 Bus 91_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_582;LV2.101;7
LV2.101 Bus 40_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_583;LV2.101;7
LV2.101 Bus 40_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_583;LV2.101;7
LV2.101 Bus 78_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_584;LV2.101;7
LV2.101 Bus 78_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_584;LV2.101;7
LV2.101 Bus 63_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_585;LV2.101;7
LV2.101 Bus 63_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_585;LV2.101;7
LV2.101 Bus 39_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_586;LV2.101;7
LV2.101 Bus 39_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_586;LV2.101;7
LV2.101 Bus 75_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_587;LV2.101;7
LV2.101 Bus 75_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_587;LV2.101;7
LV2.101 Bus 31_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_588;LV2.101;7
LV2.101 Bus 31_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_588;LV2.101;7
LV2.101 Bus 67_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_589;LV2.101;7
LV2.101 Bus 67_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_589;LV2.101;7
LV2.101 Bus 83_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_590;LV2.101;7
LV2.101 Bus 83_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_590;LV2.101;7
LV2.101 Bus 86_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_591;LV2.101;7
LV2.101 Bus 86_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_591;LV2.101;7
LV2.101 Bus 17_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_592;LV2.101;7
LV2.101 Bus 17_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_592;LV2.101;7
LV2.101 Bus 84_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_593;LV2.101;7
LV2.101 Bus 84_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_593;LV2.101;7
LV2.101 Bus 96_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_594;LV2.101;7
LV2.101 Bus 96_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_594;LV2.101;7
LV2.101 Bus 77_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_595;LV2.101;7
LV2.101 Bus 77_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_595;LV2.101;7
LV2.101 Bus 44_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_596;LV2.101;7
LV2.101 Bus 44_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_596;LV2.101;7
LV2.101 Bus 100_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_597;LV2.101;7
LV2.101 Bus 100_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_597;LV2.101;7
LV2.101 Bus 66_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_598;LV2.101;7
LV2.101 Bus 66_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_598;LV2.101;7
LV2.101 Bus 74_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_599;LV2.101;7
LV2.101 Bus 74_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_599;LV2.101;7
MV1.101 Bus 8_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5600;LV2.101;5
LV2.102 Bus 23_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_600;LV2.102;7
LV2.102 Bus 23_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_600;LV2.102;7
LV2.102 Bus 53_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_601;LV2.102;7
LV2.102 Bus 53_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_601;LV2.102;7
LV2.102 Bus 41_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_602;LV2.102;7
LV2.102 Bus 41_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_602;LV2.102;7
LV2.102 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_603;LV2.102;7
LV2.102 Bus 13_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_603;LV2.102;7
LV2.102 Bus 99_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_604;LV2.102;7
LV2.102 Bus 99_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_604;LV2.102;7
LV2.102 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_605;LV2.102;7
LV2.102 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_605;LV2.102;7
LV2.102 Bus 81_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_606;LV2.102;7
LV2.102 Bus 81_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_606;LV2.102;7
LV2.102 Bus 15_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_607;LV2.102;7
LV2.102 Bus 15_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_607;LV2.102;7
LV2.102 Bus 103_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_608;LV2.102;7
LV2.102 Bus 103_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_608;LV2.102;7
LV2.102 Bus 69_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_609;LV2.102;7
LV2.102 Bus 69_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_609;LV2.102;7
LV2.102 Bus 27_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_610;LV2.102;7
LV2.102 Bus 27_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_610;LV2.102;7
LV2.102 Bus 93_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_611;LV2.102;7
LV2.102 Bus 93_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_611;LV2.102;7
LV2.102 Bus 16_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_612;LV2.102;7
LV2.102 Bus 16_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_612;LV2.102;7
LV2.102 Bus 94_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_613;LV2.102;7
LV2.102 Bus 94_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_613;LV2.102;7
LV2.102 Bus 79_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_614;LV2.102;7
LV2.102 Bus 79_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_614;LV2.102;7
LV2.102 Bus 38_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_615;LV2.102;7
LV2.102 Bus 38_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_615;LV2.102;7
LV2.102 Bus 97_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_616;LV2.102;7
LV2.102 Bus 97_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_616;LV2.102;7
LV2.102 Bus 58_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_617;LV2.102;7
LV2.102 Bus 58_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_617;LV2.102;7
LV2.102 Bus 72_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_618;LV2.102;7
LV2.102 Bus 72_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_618;LV2.102;7
LV2.102 Bus 82_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_619;LV2.102;7
LV2.102 Bus 82_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_619;LV2.102;7
LV2.102 Bus 21_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_620;LV2.102;7
LV2.102 Bus 21_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_620;LV2.102;7
LV2.102 Bus 101_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_621;LV2.102;7
LV2.102 Bus 101_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_621;LV2.102;7
LV2.102 Bus 22_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_622;LV2.102;7
LV2.102 Bus 22_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_622;LV2.102;7
LV2.102 Bus 22_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_622;LV2.102;7
LV2.102 Bus 37_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_623;LV2.102;7
LV2.102 Bus 37_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_623;LV2.102;7
LV2.102 Bus 61_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_624;LV2.102;7
LV2.102 Bus 61_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_624;LV2.102;7
LV2.102 Bus 90_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_625;LV2.102;7
LV2.102 Bus 90_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_625;LV2.102;7
LV2.102 Bus 33_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_626;LV2.102;7
LV2.102 Bus 88_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_627;LV2.102;7
LV2.102 Bus 88_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_627;LV2.102;7
LV2.102 Bus 102_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_628;LV2.102;7
LV2.102 Bus 102_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_628;LV2.102;7
LV2.102 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_629;LV2.102;7
LV2.102 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_629;LV2.102;7
LV2.102 Bus 57_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_630;LV2.102;7
LV2.102 Bus 57_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_630;LV2.102;7
LV2.102 Bus 87_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_631;LV2.102;7
LV2.102 Bus 36_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_632;LV2.102;7
LV2.102 Bus 36_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_632;LV2.102;7
LV2.102 Bus 56_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_633;LV2.102;7
LV2.102 Bus 56_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_633;LV2.102;7
LV2.102 Bus 55_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_634;LV2.102;7
LV2.102 Bus 55_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_634;LV2.102;7
LV2.102 Bus 59_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_635;LV2.102;7
LV2.102 Bus 59_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_635;LV2.102;7
LV2.102 Bus 70_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_636;LV2.102;7
LV2.102 Bus 70_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_636;LV2.102;7
LV2.102 Bus 51_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_637;LV2.102;7
LV2.102 Bus 51_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_637;LV2.102;7
LV2.102 Bus 62_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_638;LV2.102;7
LV2.102 Bus 62_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_638;LV2.102;7
LV2.102 Bus 30_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_639;LV2.102;7
LV2.102 Bus 30_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_639;LV2.102;7
LV2.102 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_640;LV2.102;7
LV2.102 Bus 3_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_640;LV2.102;7
LV2.102 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_641;LV2.102;7
LV2.102 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_641;LV2.102;7
LV2.102 Bus 52_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_642;LV2.102;7
LV2.102 Bus 52_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_642;LV2.102;7
LV2.102 Bus 32_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_643;LV2.102;7
LV2.102 Bus 32_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_643;LV2.102;7
LV2.102 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_644;LV2.102;7
LV2.102 Bus 5_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_644;LV2.102;7
LV2.102 Bus 35_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_645;LV2.102;7
LV2.102 Bus 35_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_645;LV2.102;7
LV2.102 Bus 24_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_646;LV2.102;7
LV2.102 Bus 24_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_646;LV2.102;7
LV2.102 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_647;LV2.102;7
LV2.102 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_647;LV2.102;7
LV2.102 Bus 80_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_648;LV2.102;7
LV2.102 Bus 80_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_648;LV2.102;7
LV2.102 Bus 50_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_649;LV2.102;7
LV2.102 Bus 50_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_649;LV2.102;7
LV2.102 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_650;LV2.102;7
LV2.102 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_650;LV2.102;7
LV2.102 Bus 45_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_651;LV2.102;7
LV2.102 Bus 45_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_651;LV2.102;7
LV2.102 Bus 85_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_652;LV2.102;7
LV2.102 Bus 85_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_652;LV2.102;7
LV2.102 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_653;LV2.102;7
LV2.102 Bus 1_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_653;LV2.102;7
LV2.102 Bus 46_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_654;LV2.102;7
LV2.102 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_655;LV2.102;7
LV2.102 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_655;LV2.102;7
LV2.102 Bus 92_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_656;LV2.102;7
LV2.102 Bus 92_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_656;LV2.102;7
LV2.102 Bus 65_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_657;LV2.102;7
LV2.102 Bus 65_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_657;LV2.102;7
LV2.102 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_658;LV2.102;7
LV2.102 Bus 28_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_659;LV2.102;7
LV2.102 Bus 28_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_659;LV2.102;7
LV2.102 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_660;LV2.102;7
LV2.102 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_660;LV2.102;7
LV2.102 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_661;LV2.102;7
LV2.102 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_661;LV2.102;7
LV2.102 Bus 19_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_662;LV2.102;7
LV2.102 Bus 19_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_662;LV2.102;7
LV2.102 Bus 19_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_662;LV2.102;7
LV2.102 Bus 19_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_662;LV2.102;7
LV2.102 Bus 19_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_662;LV2.102;7
LV2.102 Bus 95_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_663;LV2.102;7
LV2.102 Bus 95_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_663;LV2.102;7
LV2.102 Bus 34_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_664;LV2.102;7
LV2.102 Bus 34_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_664;LV2.102;7
LV2.102 Bus 42_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_665;LV2.102;7
LV2.102 Bus 71_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_666;LV2.102;7
LV2.102 Bus 71_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_666;LV2.102;7
LV2.102 Bus 20_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_667;LV2.102;7
LV2.102 Bus 20_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_667;LV2.102;7
LV2.102 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_668;LV2.102;7
LV2.102 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_668;LV2.102;7
LV2.102 Bus 18_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_669;LV2.102;7
LV2.102 Bus 29_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_670;LV2.102;7
LV2.102 Bus 29_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_670;LV2.102;7
LV2.102 Bus 49_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_671;LV2.102;7
LV2.102 Bus 49_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_671;LV2.102;7
LV2.102 Bus 25_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_672;LV2.102;7
LV2.102 Bus 25_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_672;LV2.102;7
LV2.102 Bus 68_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_673;LV2.102;7
LV2.102 Bus 68_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_673;LV2.102;7
LV2.102 Bus 89_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_674;LV2.102;7
LV2.102 Bus 89_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_674;LV2.102;7
LV2.102 Bus 26_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_675;LV2.102;7
LV2.102 Bus 26_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_675;LV2.102;7
LV2.102 Bus 26_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_675;LV2.102;7
LV2.102 Bus 73_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_676;LV2.102;7
LV2.102 Bus 73_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_676;LV2.102;7
LV2.102 Bus 43_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_677;LV2.102;7
LV2.102 Bus 43_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_677;LV2.102;7
LV2.102 Bus 91_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_678;LV2.102;7
LV2.102 Bus 91_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_678;LV2.102;7
LV2.102 Bus 40_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_679;LV2.102;7
LV2.102 Bus 40_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_679;LV2.102;7
LV2.102 Bus 78_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_680;LV2.102;7
LV2.102 Bus 78_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_680;LV2.102;7
LV2.102 Bus 63_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_681;LV2.102;7
LV2.102 Bus 63_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_681;LV2.102;7
LV2.102 Bus 39_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_682;LV2.102;7
LV2.102 Bus 39_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_682;LV2.102;7
LV2.102 Bus 75_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_683;LV2.102;7
LV2.102 Bus 75_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_683;LV2.102;7
LV2.102 Bus 31_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_684;LV2.102;7
LV2.102 Bus 31_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_684;LV2.102;7
LV2.102 Bus 67_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_685;LV2.102;7
LV2.102 Bus 67_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_685;LV2.102;7
LV2.102 Bus 83_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_686;LV2.102;7
LV2.102 Bus 83_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_686;LV2.102;7
LV2.102 Bus 86_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_687;LV2.102;7
LV2.102 Bus 86_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_687;LV2.102;7
LV2.102 Bus 17_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_688;LV2.102;7
LV2.102 Bus 17_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_688;LV2.102;7
LV2.102 Bus 84_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_689;LV2.102;7
LV2.102 Bus 84_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_689;LV2.102;7
LV2.102 Bus 96_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_690;LV2.102;7
LV2.102 Bus 96_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_690;LV2.102;7
LV2.102 Bus 77_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_691;LV2.102;7
LV2.102 Bus 77_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_691;LV2.102;7
LV2.102 Bus 44_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_692;LV2.102;7
LV2.102 Bus 44_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_692;LV2.102;7
LV2.102 Bus 100_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_693;LV2.102;7
LV2.102 Bus 100_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_693;LV2.102;7
LV2.102 Bus 66_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_694;LV2.102;7
LV2.102 Bus 66_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_694;LV2.102;7
LV2.102 Bus 74_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_695;LV2.102;7
LV2.102 Bus 74_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_695;LV2.102;7
MV1.101 Bus 9_1;auxiliary;NULL;NULL;20;0.965;1.055;NULL;coord_5601;LV2.102;5
