id;nodeA;nodeB;type;length;loadingMax;subnet;voltLvl
LV2.122 Line 23;LV2.122 Bus 92_2;LV2.122 Bus 65_1;NAYY 4x150SE 0.6/1kV;0.0260482;100;LV2.122;7
LV2.122 Line 8;LV2.122 Bus 8_1;LV2.122 Bus 9_1;NAYY 4x150SE 0.6/1kV;0.0415703;100;LV2.122;7
LV2.122 Line 84;LV2.122 Bus 77_1;LV2.122 Bus 33_1;NAYY 4x150SE 0.6/1kV;0.0051685;100;LV2.122;7
LV2.122 Line 30;LV2.122 Bus 4_2;LV2.122 Bus 70_1;NAYY 4x150SE 0.6/1kV;0.00183901;100;LV2.122;7
LV2.122 Line 26;LV2.122 Bus 41_1;LV2.122 Bus 87_1;NAYY 4x150SE 0.6/1kV;0.00620951;100;LV2.122;7
LV2.122 Line 19;LV2.122 Bus 70_2;LV2.122 Bus 59_1;NAYY 4x150SE 0.6/1kV;0.00601063;100;LV2.122;7
LV2.122 Line 88;LV2.122 Bus 80_2;LV2.122 Bus 91_1;NAYY 4x150SE 0.6/1kV;0.0194138;100;LV2.122;7
LV2.122 Line 9;LV2.122 Bus 23_1;LV2.122 Bus 88_1;NAYY 4x150SE 0.6/1kV;0.00177415;100;LV2.122;7
LV2.122 Line 38;LV2.122 Bus 95_2;LV2.122 Bus 75_2;NAYY 4x150SE 0.6/1kV;0.0233619;100;LV2.122;7
LV2.122 Line 44;LV2.122 Bus 44_1;LV2.122 Bus 71_1;NAYY 4x150SE 0.6/1kV;0.0244159;100;LV2.122;7
LV2.122 Line 42;LV2.122 Bus 37_1;LV2.122 Bus 41_2;NAYY 4x150SE 0.6/1kV;0.0278908;100;LV2.122;7
LV2.122 Line 89;LV2.122 Bus 91_2;LV2.122 Bus 1_1;NAYY 4x150SE 0.6/1kV;0.0291983;100;LV2.122;7
LV2.122 Line 18;LV2.122 Bus 34_2;LV2.122 Bus 73_1;NAYY 4x150SE 0.6/1kV;0.00155811;100;LV2.122;7
LV2.122 Line 70;LV2.122 Bus 101_1;LV2.122 Bus 37_2;NAYY 4x150SE 0.6/1kV;0.0181719;100;LV2.122;7
LV2.122 Line 80;LV2.122 Bus 6_1;LV2.122 Bus 85_1;NAYY 4x150SE 0.6/1kV;0.00668911;100;LV2.122;7
LV2.122 Line 64;LV2.122 Bus 20_2;LV2.122 Bus 40_1;NAYY 4x150SE 0.6/1kV;0.0197299;100;LV2.122;7
LV2.122 Line 63;LV2.122 Bus 19_2;LV2.122 Bus 96_2;NAYY 4x150SE 0.6/1kV;0.0152746;100;LV2.122;7
LV2.122 Line 71;LV2.122 Bus 51_2;LV2.122 Bus 82_1;NAYY 4x150SE 0.6/1kV;0.0156668;100;LV2.122;7
LV2.122 Line 47;LV2.122 Bus 97_1;LV2.122 Bus 99_2;NAYY 4x150SE 0.6/1kV;0.00601118;100;LV2.122;7
LV2.122 Line 17;LV2.122 Bus 62_1;LV2.122 Bus 100_1;NAYY 4x150SE 0.6/1kV;0.00317053;100;LV2.122;7
LV2.122 Line 1;LV2.122 Bus 32_1;LV2.122 Bus 56_1;NAYY 4x150SE 0.6/1kV;0.00609676;100;LV2.122;7
LV2.122 Line 35;LV2.122 Bus 35_1;LV2.122 Bus 63_1;NAYY 4x150SE 0.6/1kV;0.00683498;100;LV2.122;7
LV2.122 Line 102;LV2.122 Bus 65_2;LV2.122 Bus 43_1;NAYY 4x150SE 0.6/1kV;0.00685165;100;LV2.122;7
LV2.122 Line 28;LV2.122 Bus 36_1;LV2.122 Bus 22_2;NAYY 4x150SE 0.6/1kV;0.00222365;100;LV2.122;7
LV2.122 Line 34;LV2.122 Bus 82_2;LV2.122 Bus 35_2;NAYY 4x150SE 0.6/1kV;0.00152173;100;LV2.122;7
LV2.122 Line 21;LV2.122 Bus 100_2;LV2.122 Bus 17_1;NAYY 4x150SE 0.6/1kV;0.0233846;100;LV2.122;7
LV2.122 Line 20;LV2.122 Bus 59_2;LV2.122 Bus 81_1;NAYY 4x150SE 0.6/1kV;0.0051453;100;LV2.122;7
LV2.122 Line 40;LV2.122 Bus 56_2;LV2.122 Bus 27_1;NAYY 4x150SE 0.6/1kV;0.00238094;100;LV2.122;7
LV2.122 Line 57;LV2.122 Bus 89_2;LV2.122 Bus 69_1;NAYY 4x150SE 0.6/1kV;0.0159306;100;LV2.122;7
LV2.122 Line 86;LV2.122 Bus 31_1;LV2.122 Bus 103_2;NAYY 4x150SE 0.6/1kV;0.00293695;100;LV2.122;7
LV2.122 Line 83;LV2.122 Bus 85_2;LV2.122 Bus 68_2;NAYY 4x150SE 0.6/1kV;0.0220781;100;LV2.122;7
LV2.122 Line 79;LV2.122 Bus 38_1;LV2.122 Bus 36_2;NAYY 4x150SE 0.6/1kV;0.0219503;100;LV2.122;7
LV2.122 Line 98;LV2.122 Bus 14_1;LV2.122 Bus 58_1;NAYY 4x150SE 0.6/1kV;0.0189225;100;LV2.122;7
LV2.122 Line 97;LV2.122 Bus 29_2;LV2.122 Bus 32_2;NAYY 4x150SE 0.6/1kV;0.019804;100;LV2.122;7
LV2.122 Line 90;LV2.122 Bus 53_2;LV2.122 Bus 42_1;NAYY 4x150SE 0.6/1kV;0.0274783;100;LV2.122;7
LV2.122 Line 73;LV2.122 Bus 28_1;LV2.122 Bus 10_2;NAYY 4x150SE 0.6/1kV;0.0219351;100;LV2.122;7
LV2.122 Line 32;LV2.122 Bus 73_2;LV2.122 Bus 8_2;NAYY 4x150SE 0.6/1kV;0.00330033;100;LV2.122;7
LV2.122 Line 37;LV2.122 Bus 11_1;LV2.122 Bus 67_1;NAYY 4x150SE 0.6/1kV;0.0219724;100;LV2.122;7
LV2.122 Line 93;LV2.122 Bus 55_2;LV2.122 Bus 86_1;NAYY 4x150SE 0.6/1kV;0.00608893;100;LV2.122;7
LV2.122 Line 100;LV2.122 Bus 66_2;LV2.122 Bus 101_2;NAYY 4x150SE 0.6/1kV;0.0254534;100;LV2.122;7
LV2.122 Line 55;LV2.122 Bus 43_2;LV2.122 Bus 3_2;NAYY 4x150SE 0.6/1kV;0.0255175;100;LV2.122;7
LV2.122 Line 95;LV2.122 Bus 93_2;LV2.122 Bus 14_2;NAYY 4x150SE 0.6/1kV;0.00517276;100;LV2.122;7
LV2.122 Line 82;LV2.122 Bus 39_2;LV2.122 Bus 23_2;NAYY 4x150SE 0.6/1kV;0.0220546;100;LV2.122;7
LV2.122 Line 25;LV2.122 Bus 17_2;LV2.122 Bus 79_1;NAYY 4x150SE 0.6/1kV;0.00159425;100;LV2.122;7
LV2.122 Line 11;LV2.122 Bus 79_2;LV2.122 Bus 77_2;NAYY 4x150SE 0.6/1kV;0.00250131;100;LV2.122;7
LV2.122 Line 24;LV2.122 Bus 40_2;LV2.122 Bus 61_2;NAYY 4x150SE 0.6/1kV;0.0281424;100;LV2.122;7
LV2.122 Line 75;LV2.122 Bus 22_3;LV2.122 Bus 12_2;NAYY 4x150SE 0.6/1kV;0.0200654;100;LV2.122;7
LV2.122 Line 62;LV2.122 Bus 49_1;LV2.122 Bus 102_2;NAYY 4x150SE 0.6/1kV;0.00313372;100;LV2.122;7
LV2.122 Line 67;LV2.122 Bus 84_1;LV2.122 Bus 16_2;NAYY 4x150SE 0.6/1kV;0.0171233;100;LV2.122;7
LV2.122 Line 5;LV2.122 Bus 67_2;LV2.122 Bus 28_2;NAYY 4x150SE 0.6/1kV;0.0218571;100;LV2.122;7
LV2.122 Line 15;LV2.122 Bus 86_2;LV2.122 Bus 50_1;NAYY 4x150SE 0.6/1kV;0.00609255;100;LV2.122;7
LV2.122 Line 50;LV2.122 Bus 25_1;LV2.122 Bus 90_1;NAYY 4x150SE 0.6/1kV;0.0171362;100;LV2.122;7
LV2.122 Line 78;LV2.122 Bus 18_1;LV2.122 Bus 38_2;NAYY 4x150SE 0.6/1kV;0.00168935;100;LV2.122;7
LV2.122 Line 48;LV2.122 Bus 26_3;LV2.122 Bus 78_2;NAYY 4x150SE 0.6/1kV;0.0287655;100;LV2.122;7
LV2.122 Line 2;LV2.122 Bus 74_1;LV2.122 Bus 62_2;NAYY 4x150SE 0.6/1kV;0.0220264;100;LV2.122;7
LV2.122 Line 96;LV2.122 Bus 58_2;LV2.122 Bus 7_2;NAYY 4x150SE 0.6/1kV;0.0198822;100;LV2.122;7
LV2.122 Line 59;LV2.122 Bus 27_2;LV2.122 Bus 49_2;NAYY 4x150SE 0.6/1kV;0.0241685;100;LV2.122;7
LV2.122 Line 66;LV2.122 Bus 1_2;LV2.122 Bus 84_2;NAYY 4x150SE 0.6/1kV;0.00308028;100;LV2.122;7
LV2.122 Line 94;LV2.122 Bus 45_2;LV2.122 Bus 97_2;NAYY 4x150SE 0.6/1kV;0.0179801;100;LV2.122;7
LV2.122 Line 81;LV2.122 Bus 88_2;LV2.122 Bus 13_2;NAYY 4x150SE 0.6/1kV;0.00163185;100;LV2.122;7
LV2.122 Line 45;LV2.122 Bus 71_2;LV2.122 Bus 6_2;NAYY 4x150SE 0.6/1kV;0.0207894;100;LV2.122;7
LV2.122 Line 12;LV2.122 Bus 81_2;LV2.122 Bus 44_2;NAYY 4x150SE 0.6/1kV;0.0033855;100;LV2.122;7
LV2.122 Line 31;LV2.122 Bus 63_2;LV2.122 Bus 74_2;NAYY 4x150SE 0.6/1kV;0.00642559;100;LV2.122;7
LV2.122 Line 52;LV2.122 Bus 90_2;LV2.122 Bus 31_2;NAYY 4x150SE 0.6/1kV;0.0150683;100;LV2.122;7
LV2.122 Line 72;LV2.122 Bus 50_2;LV2.122 Bus 5_2;NAYY 4x150SE 0.6/1kV;0.00226081;100;LV2.122;7
LV2.122 Line 58;LV2.122 Bus 69_2;LV2.122 Bus 25_2;NAYY 4x150SE 0.6/1kV;0.0174702;100;LV2.122;7
LV2.122 Line 4;LV2.122 Bus 26_1;LV2.122 Bus 52_1;NAYY 4x150SE 0.6/1kV;0.049449;100;LV2.122;7
LV2.122 Line 39;LV2.122 Bus 19_5;LV2.122 Bus 55_1;NAYY 4x150SE 0.6/1kV;0.075;100;LV2.122;7
LV2.122 Line 53;LV2.122 Bus 16_1;LV2.122 Bus 19_4;NAYY 4x150SE 0.6/1kV;0.0067;100;LV2.122;7
LV2.122 Line 36;LV2.122 Bus 30_2;LV2.122 Bus 11_2;NAYY 4x150SE 0.6/1kV;0.032201;100;LV2.122;7
LV2.123 Line 99;LV2.123 Bus 15_1;LV2.123 Bus 66_1;NAYY 4x150SE 0.6/1kV;0.00526195;100;LV2.123;7
LV2.123 Line 68;LV2.123 Bus 72_1;LV2.123 Bus 80_1;NAYY 4x150SE 0.6/1kV;0.0179095;100;LV2.123;7
LV2.123 Line 49;LV2.123 Bus 78_1;LV2.123 Bus 57_1;NAYY 4x150SE 0.6/1kV;0.0299523;100;LV2.123;7
LV2.123 Line 77;LV2.123 Bus 21_1;LV2.123 Bus 94_1;NAYY 4x150SE 0.6/1kV;0.0212373;100;LV2.123;7
LV2.123 Line 91;LV2.123 Bus 99_1;LV2.123 Bus 15_2;NAYY 4x150SE 0.6/1kV;0.0157151;100;LV2.123;7
LV2.123 Line 85;LV2.123 Bus 52_2;LV2.123 Bus 20_1;NAYY 4x150SE 0.6/1kV;0.0050573;100;LV2.123;7
LV2.123 Line 29;LV2.123 Bus 7_1;LV2.123 Bus 4_1;NAYY 4x150SE 0.6/1kV;0.00299972;100;LV2.123;7
LV2.123 Line 69;LV2.123 Bus 94_2;LV2.123 Bus 29_1;NAYY 4x150SE 0.6/1kV;0.0153769;100;LV2.123;7
LV2.123 Line 101;LV2.123 Bus 75_1;LV2.123 Bus 53_1;NAYY 4x150SE 0.6/1kV;0.0260593;100;LV2.123;7
LV2.123 Line 60;LV2.123 Bus 2_1;LV2.123 Bus 21_2;NAYY 4x150SE 0.6/1kV;0.018539;100;LV2.123;7
LV2.123 Line 14;LV2.123 Bus 102_1;LV2.123 Bus 39_1;NAYY 4x150SE 0.6/1kV;0.016837;100;LV2.123;7
LV2.123 Line 51;LV2.123 Bus 61_1;LV2.123 Bus 95_1;NAYY 4x150SE 0.6/1kV;0.0178178;100;LV2.123;7
LV2.123 Line 87;LV2.123 Bus 103_1;LV2.123 Bus 83_1;NAYY 4x150SE 0.6/1kV;0.00236675;100;LV2.123;7
LV2.123 Line 61;LV2.123 Bus 30_1;LV2.123 Bus 46_1;NAYY 4x150SE 0.6/1kV;0.0194531;100;LV2.123;7
LV2.123 Line 65;LV2.123 Bus 96_1;LV2.123 Bus 92_1;NAYY 4x150SE 0.6/1kV;0.021881;100;LV2.123;7
LV2.123 Line 43;LV2.123 Bus 68_1;LV2.123 Bus 19_1;NAYY 4x150SE 0.6/1kV;0.00650928;100;LV2.123;7
LV2.123 Line 16;LV2.123 Bus 10_1;LV2.123 Bus 26_2;NAYY 4x150SE 0.6/1kV;0.0328141;100;LV2.123;7
LV2.123 Line 54;LV2.123 Bus 83_2;LV2.123 Bus 34_1;NAYY 4x150SE 0.6/1kV;0.0215814;100;LV2.123;7
LV2.123 Line 22;LV2.123 Bus 22_1;LV2.123 Bus 89_1;NAYY 4x150SE 0.6/1kV;0.0243225;100;LV2.123;7
LV2.123 Line 33;LV2.123 Bus 13_1;LV2.123 Bus 93_1;NAYY 4x150SE 0.6/1kV;0.00525083;100;LV2.123;7
LV2.123 Line 76;LV2.123 Bus 12_1;LV2.123 Bus 72_2;NAYY 4x150SE 0.6/1kV;0.0177284;100;LV2.123;7
LV2.123 Line 56;LV2.123 Bus 3_1;LV2.123 Bus 51_1;NAYY 4x150SE 0.6/1kV;0.00303793;100;LV2.123;7
LV2.123 Line 6;LV2.123 Bus 57_2;LV2.123 Bus 2_2;NAYY 4x150SE 0.6/1kV;0.00675094;100;LV2.123;7
LV2.123 Line 74;LV2.123 Bus 5_1;LV2.123 Bus 24_1;NAYY 4x150SE 0.6/1kV;0.0166079;100;LV2.123;7
LV2.123 Line 92;LV2.123 Bus 24_2;LV2.123 Bus 45_1;NAYY 4x150SE 0.6/1kV;0.0161015;100;LV2.123;7
LV2.123 Line 23;LV2.123 Bus 92_2;LV2.123 Bus 65_1;NAYY 4x150SE 0.6/1kV;0.0260482;100;LV2.123;7
LV2.123 Line 8;LV2.123 Bus 8_1;LV2.123 Bus 9_1;NAYY 4x150SE 0.6/1kV;0.0415703;100;LV2.123;7
LV2.123 Line 84;LV2.123 Bus 77_1;LV2.123 Bus 33_1;NAYY 4x150SE 0.6/1kV;0.0051685;100;LV2.123;7
LV2.123 Line 30;LV2.123 Bus 4_2;LV2.123 Bus 70_1;NAYY 4x150SE 0.6/1kV;0.00183901;100;LV2.123;7
LV2.123 Line 26;LV2.123 Bus 41_1;LV2.123 Bus 87_1;NAYY 4x150SE 0.6/1kV;0.00620951;100;LV2.123;7
LV2.123 Line 19;LV2.123 Bus 70_2;LV2.123 Bus 59_1;NAYY 4x150SE 0.6/1kV;0.00601063;100;LV2.123;7
LV2.123 Line 88;LV2.123 Bus 80_2;LV2.123 Bus 91_1;NAYY 4x150SE 0.6/1kV;0.0194138;100;LV2.123;7
LV2.123 Line 9;LV2.123 Bus 23_1;LV2.123 Bus 88_1;NAYY 4x150SE 0.6/1kV;0.00177415;100;LV2.123;7
LV2.123 Line 38;LV2.123 Bus 95_2;LV2.123 Bus 75_2;NAYY 4x150SE 0.6/1kV;0.0233619;100;LV2.123;7
LV2.123 Line 44;LV2.123 Bus 44_1;LV2.123 Bus 71_1;NAYY 4x150SE 0.6/1kV;0.0244159;100;LV2.123;7
LV2.123 Line 42;LV2.123 Bus 37_1;LV2.123 Bus 41_2;NAYY 4x150SE 0.6/1kV;0.0278908;100;LV2.123;7
LV2.123 Line 89;LV2.123 Bus 91_2;LV2.123 Bus 1_1;NAYY 4x150SE 0.6/1kV;0.0291983;100;LV2.123;7
LV2.123 Line 18;LV2.123 Bus 34_2;LV2.123 Bus 73_1;NAYY 4x150SE 0.6/1kV;0.00155811;100;LV2.123;7
LV2.123 Line 70;LV2.123 Bus 101_1;LV2.123 Bus 37_2;NAYY 4x150SE 0.6/1kV;0.0181719;100;LV2.123;7
LV2.123 Line 80;LV2.123 Bus 6_1;LV2.123 Bus 85_1;NAYY 4x150SE 0.6/1kV;0.00668911;100;LV2.123;7
LV2.123 Line 64;LV2.123 Bus 20_2;LV2.123 Bus 40_1;NAYY 4x150SE 0.6/1kV;0.0197299;100;LV2.123;7
LV2.123 Line 63;LV2.123 Bus 19_2;LV2.123 Bus 96_2;NAYY 4x150SE 0.6/1kV;0.0152746;100;LV2.123;7
LV2.123 Line 71;LV2.123 Bus 51_2;LV2.123 Bus 82_1;NAYY 4x150SE 0.6/1kV;0.0156668;100;LV2.123;7
LV2.123 Line 47;LV2.123 Bus 97_1;LV2.123 Bus 99_2;NAYY 4x150SE 0.6/1kV;0.00601118;100;LV2.123;7
LV2.123 Line 17;LV2.123 Bus 62_1;LV2.123 Bus 100_1;NAYY 4x150SE 0.6/1kV;0.00317053;100;LV2.123;7
LV2.123 Line 1;LV2.123 Bus 32_1;LV2.123 Bus 56_1;NAYY 4x150SE 0.6/1kV;0.00609676;100;LV2.123;7
LV2.123 Line 35;LV2.123 Bus 35_1;LV2.123 Bus 63_1;NAYY 4x150SE 0.6/1kV;0.00683498;100;LV2.123;7
LV2.123 Line 102;LV2.123 Bus 65_2;LV2.123 Bus 43_1;NAYY 4x150SE 0.6/1kV;0.00685165;100;LV2.123;7
LV2.123 Line 28;LV2.123 Bus 36_1;LV2.123 Bus 22_2;NAYY 4x150SE 0.6/1kV;0.00222365;100;LV2.123;7
LV2.123 Line 34;LV2.123 Bus 82_2;LV2.123 Bus 35_2;NAYY 4x150SE 0.6/1kV;0.00152173;100;LV2.123;7
LV2.123 Line 21;LV2.123 Bus 100_2;LV2.123 Bus 17_1;NAYY 4x150SE 0.6/1kV;0.0233846;100;LV2.123;7
LV2.123 Line 20;LV2.123 Bus 59_2;LV2.123 Bus 81_1;NAYY 4x150SE 0.6/1kV;0.0051453;100;LV2.123;7
LV2.123 Line 40;LV2.123 Bus 56_2;LV2.123 Bus 27_1;NAYY 4x150SE 0.6/1kV;0.00238094;100;LV2.123;7
LV2.123 Line 57;LV2.123 Bus 89_2;LV2.123 Bus 69_1;NAYY 4x150SE 0.6/1kV;0.0159306;100;LV2.123;7
LV2.123 Line 86;LV2.123 Bus 31_1;LV2.123 Bus 103_2;NAYY 4x150SE 0.6/1kV;0.00293695;100;LV2.123;7
LV2.123 Line 83;LV2.123 Bus 85_2;LV2.123 Bus 68_2;NAYY 4x150SE 0.6/1kV;0.0220781;100;LV2.123;7
LV2.123 Line 79;LV2.123 Bus 38_1;LV2.123 Bus 36_2;NAYY 4x150SE 0.6/1kV;0.0219503;100;LV2.123;7
LV2.123 Line 98;LV2.123 Bus 14_1;LV2.123 Bus 58_1;NAYY 4x150SE 0.6/1kV;0.0189225;100;LV2.123;7
LV2.123 Line 97;LV2.123 Bus 29_2;LV2.123 Bus 32_2;NAYY 4x150SE 0.6/1kV;0.019804;100;LV2.123;7
LV2.123 Line 90;LV2.123 Bus 53_2;LV2.123 Bus 42_1;NAYY 4x150SE 0.6/1kV;0.0274783;100;LV2.123;7
LV2.123 Line 73;LV2.123 Bus 28_1;LV2.123 Bus 10_2;NAYY 4x150SE 0.6/1kV;0.0219351;100;LV2.123;7
LV2.123 Line 32;LV2.123 Bus 73_2;LV2.123 Bus 8_2;NAYY 4x150SE 0.6/1kV;0.00330033;100;LV2.123;7
LV2.123 Line 37;LV2.123 Bus 11_1;LV2.123 Bus 67_1;NAYY 4x150SE 0.6/1kV;0.0219724;100;LV2.123;7
LV2.123 Line 93;LV2.123 Bus 55_2;LV2.123 Bus 86_1;NAYY 4x150SE 0.6/1kV;0.00608893;100;LV2.123;7
LV2.123 Line 100;LV2.123 Bus 66_2;LV2.123 Bus 101_2;NAYY 4x150SE 0.6/1kV;0.0254534;100;LV2.123;7
LV2.123 Line 55;LV2.123 Bus 43_2;LV2.123 Bus 3_2;NAYY 4x150SE 0.6/1kV;0.0255175;100;LV2.123;7
LV2.123 Line 95;LV2.123 Bus 93_2;LV2.123 Bus 14_2;NAYY 4x150SE 0.6/1kV;0.00517276;100;LV2.123;7
LV2.123 Line 82;LV2.123 Bus 39_2;LV2.123 Bus 23_2;NAYY 4x150SE 0.6/1kV;0.0220546;100;LV2.123;7
LV2.123 Line 25;LV2.123 Bus 17_2;LV2.123 Bus 79_1;NAYY 4x150SE 0.6/1kV;0.00159425;100;LV2.123;7
LV2.123 Line 11;LV2.123 Bus 79_2;LV2.123 Bus 77_2;NAYY 4x150SE 0.6/1kV;0.00250131;100;LV2.123;7
LV2.123 Line 24;LV2.123 Bus 40_2;LV2.123 Bus 61_2;NAYY 4x150SE 0.6/1kV;0.0281424;100;LV2.123;7
LV2.123 Line 75;LV2.123 Bus 22_3;LV2.123 Bus 12_2;NAYY 4x150SE 0.6/1kV;0.0200654;100;LV2.123;7
LV2.123 Line 62;LV2.123 Bus 49_1;LV2.123 Bus 102_2;NAYY 4x150SE 0.6/1kV;0.00313372;100;LV2.123;7
LV2.123 Line 67;LV2.123 Bus 84_1;LV2.123 Bus 16_2;NAYY 4x150SE 0.6/1kV;0.0171233;100;LV2.123;7
LV2.123 Line 5;LV2.123 Bus 67_2;LV2.123 Bus 28_2;NAYY 4x150SE 0.6/1kV;0.0218571;100;LV2.123;7
LV2.123 Line 15;LV2.123 Bus 86_2;LV2.123 Bus 50_1;NAYY 4x150SE 0.6/1kV;0.00609255;100;LV2.123;7
LV2.123 Line 50;LV2.123 Bus 25_1;LV2.123 Bus 90_1;NAYY 4x150SE 0.6/1kV;0.0171362;100;LV2.123;7
LV2.123 Line 78;LV2.123 Bus 18_1;LV2.123 Bus 38_2;NAYY 4x150SE 0.6/1kV;0.00168935;100;LV2.123;7
LV2.123 Line 48;LV2.123 Bus 26_3;LV2.123 Bus 78_2;NAYY 4x150SE 0.6/1kV;0.0287655;100;LV2.123;7
LV2.123 Line 2;LV2.123 Bus 74_1;LV2.123 Bus 62_2;NAYY 4x150SE 0.6/1kV;0.0220264;100;LV2.123;7
LV2.123 Line 96;LV2.123 Bus 58_2;LV2.123 Bus 7_2;NAYY 4x150SE 0.6/1kV;0.0198822;100;LV2.123;7
LV2.123 Line 59;LV2.123 Bus 27_2;LV2.123 Bus 49_2;NAYY 4x150SE 0.6/1kV;0.0241685;100;LV2.123;7
LV2.123 Line 66;LV2.123 Bus 1_2;LV2.123 Bus 84_2;NAYY 4x150SE 0.6/1kV;0.00308028;100;LV2.123;7
LV2.123 Line 94;LV2.123 Bus 45_2;LV2.123 Bus 97_2;NAYY 4x150SE 0.6/1kV;0.0179801;100;LV2.123;7
LV2.123 Line 81;LV2.123 Bus 88_2;LV2.123 Bus 13_2;NAYY 4x150SE 0.6/1kV;0.00163185;100;LV2.123;7
LV2.123 Line 45;LV2.123 Bus 71_2;LV2.123 Bus 6_2;NAYY 4x150SE 0.6/1kV;0.0207894;100;LV2.123;7
LV2.123 Line 12;LV2.123 Bus 81_2;LV2.123 Bus 44_2;NAYY 4x150SE 0.6/1kV;0.0033855;100;LV2.123;7
LV2.123 Line 31;LV2.123 Bus 63_2;LV2.123 Bus 74_2;NAYY 4x150SE 0.6/1kV;0.00642559;100;LV2.123;7
LV2.123 Line 52;LV2.123 Bus 90_2;LV2.123 Bus 31_2;NAYY 4x150SE 0.6/1kV;0.0150683;100;LV2.123;7
LV2.123 Line 72;LV2.123 Bus 50_2;LV2.123 Bus 5_2;NAYY 4x150SE 0.6/1kV;0.00226081;100;LV2.123;7
LV2.123 Line 58;LV2.123 Bus 69_2;LV2.123 Bus 25_2;NAYY 4x150SE 0.6/1kV;0.0174702;100;LV2.123;7
LV2.123 Line 4;LV2.123 Bus 26_1;LV2.123 Bus 52_1;NAYY 4x150SE 0.6/1kV;0.049449;100;LV2.123;7
LV2.123 Line 39;LV2.123 Bus 19_5;LV2.123 Bus 55_1;NAYY 4x150SE 0.6/1kV;0.075;100;LV2.123;7
LV2.123 Line 53;LV2.123 Bus 16_1;LV2.123 Bus 19_4;NAYY 4x150SE 0.6/1kV;0.0067;100;LV2.123;7
LV2.123 Line 36;LV2.123 Bus 30_2;LV2.123 Bus 11_2;NAYY 4x150SE 0.6/1kV;0.032201;100;LV2.123;7
LV2.124 Line 99;LV2.124 Bus 15_1;LV2.124 Bus 66_1;NAYY 4x150SE 0.6/1kV;0.00526195;100;LV2.124;7
LV2.124 Line 68;LV2.124 Bus 72_1;LV2.124 Bus 80_1;NAYY 4x150SE 0.6/1kV;0.0179095;100;LV2.124;7
LV2.124 Line 49;LV2.124 Bus 78_1;LV2.124 Bus 57_1;NAYY 4x150SE 0.6/1kV;0.0299523;100;LV2.124;7
LV2.124 Line 77;LV2.124 Bus 21_1;LV2.124 Bus 94_1;NAYY 4x150SE 0.6/1kV;0.0212373;100;LV2.124;7
LV2.124 Line 91;LV2.124 Bus 99_1;LV2.124 Bus 15_2;NAYY 4x150SE 0.6/1kV;0.0157151;100;LV2.124;7
LV2.124 Line 85;LV2.124 Bus 52_2;LV2.124 Bus 20_1;NAYY 4x150SE 0.6/1kV;0.0050573;100;LV2.124;7
LV2.124 Line 29;LV2.124 Bus 7_1;LV2.124 Bus 4_1;NAYY 4x150SE 0.6/1kV;0.00299972;100;LV2.124;7
LV2.124 Line 69;LV2.124 Bus 94_2;LV2.124 Bus 29_1;NAYY 4x150SE 0.6/1kV;0.0153769;100;LV2.124;7
LV2.124 Line 101;LV2.124 Bus 75_1;LV2.124 Bus 53_1;NAYY 4x150SE 0.6/1kV;0.0260593;100;LV2.124;7
LV2.124 Line 60;LV2.124 Bus 2_1;LV2.124 Bus 21_2;NAYY 4x150SE 0.6/1kV;0.018539;100;LV2.124;7
LV2.124 Line 14;LV2.124 Bus 102_1;LV2.124 Bus 39_1;NAYY 4x150SE 0.6/1kV;0.016837;100;LV2.124;7
LV2.124 Line 51;LV2.124 Bus 61_1;LV2.124 Bus 95_1;NAYY 4x150SE 0.6/1kV;0.0178178;100;LV2.124;7
LV2.124 Line 87;LV2.124 Bus 103_1;LV2.124 Bus 83_1;NAYY 4x150SE 0.6/1kV;0.00236675;100;LV2.124;7
LV2.124 Line 61;LV2.124 Bus 30_1;LV2.124 Bus 46_1;NAYY 4x150SE 0.6/1kV;0.0194531;100;LV2.124;7
LV2.124 Line 65;LV2.124 Bus 96_1;LV2.124 Bus 92_1;NAYY 4x150SE 0.6/1kV;0.021881;100;LV2.124;7
LV2.124 Line 43;LV2.124 Bus 68_1;LV2.124 Bus 19_1;NAYY 4x150SE 0.6/1kV;0.00650928;100;LV2.124;7
LV2.124 Line 16;LV2.124 Bus 10_1;LV2.124 Bus 26_2;NAYY 4x150SE 0.6/1kV;0.0328141;100;LV2.124;7
LV2.124 Line 54;LV2.124 Bus 83_2;LV2.124 Bus 34_1;NAYY 4x150SE 0.6/1kV;0.0215814;100;LV2.124;7
LV2.124 Line 22;LV2.124 Bus 22_1;LV2.124 Bus 89_1;NAYY 4x150SE 0.6/1kV;0.0243225;100;LV2.124;7
LV2.124 Line 33;LV2.124 Bus 13_1;LV2.124 Bus 93_1;NAYY 4x150SE 0.6/1kV;0.00525083;100;LV2.124;7
LV2.124 Line 76;LV2.124 Bus 12_1;LV2.124 Bus 72_2;NAYY 4x150SE 0.6/1kV;0.0177284;100;LV2.124;7
LV2.124 Line 56;LV2.124 Bus 3_1;LV2.124 Bus 51_1;NAYY 4x150SE 0.6/1kV;0.00303793;100;LV2.124;7
LV2.124 Line 6;LV2.124 Bus 57_2;LV2.124 Bus 2_2;NAYY 4x150SE 0.6/1kV;0.00675094;100;LV2.124;7
LV2.124 Line 74;LV2.124 Bus 5_1;LV2.124 Bus 24_1;NAYY 4x150SE 0.6/1kV;0.0166079;100;LV2.124;7
